Country Name,Country Code,Indicator Code,Indicator Name,Date,value
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1993,59.1661561069971
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1993,60.4582786959947
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1993,36.0299720992659
Middle income,MIC,AG.LND.FRST.K2,Forest area (sq. km),1993,27377106.326
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1993,938.121305661638
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1993,66.6525780007662
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1993,62.5805293136814
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1993,64.5214984133928
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1993,36.3623966945295
Upper middle income,UMC,AG.LND.FRST.K2,Forest area (sq. km),1993,20413183.153
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1993,1416.88727711239
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1993,71.7327115042786
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1993,66.2863198148949
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1993,68.8768668686999
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1994,37.9852345578836
High income,HIC,AG.LND.FRST.K2,Forest area (sq. km),1994,10108333.319
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1994,22146.848454271
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1994,79.5156150832181
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1994,72.8076352052457
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1994,76.0694295982089
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1994,37.1870558558246
Low & middle income,LMY,AG.LND.FRST.K2,Forest area (sq. km),1994,31313104.182
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1994,966.107576776981
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1994,65.8728676034597
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1994,61.7870047533631
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1994,63.737450315549
Low income,LIC,AG.LND.FRST.K2,Forest area (sq. km),1994,4000982.996
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1994,351.528488137467
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1994,52.8381633608263
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1994,49.4588011542194
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1994,51.1445169720834
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1994,34.4811788773701
Lower middle income,LMC,AG.LND.FRST.K2,Forest area (sq. km),1994,6930233.198
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1994,517.253622680709
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1994,62.2139755142463
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1994,59.4813571983054
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1994,60.7915929977307
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1994,37.6859386193139
Middle income,MIC,AG.LND.FRST.K2,Forest area (sq. km),1994,27312121.186
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1994,1015.58272050887
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1994,66.9404807811785
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1994,62.7549919369577
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1994,64.7467828377135
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1994,38.8052977321969
Upper middle income,UMC,AG.LND.FRST.K2,Forest area (sq. km),1994,20381887.988
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1994,1552.04224318927
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1994,71.9928863245968
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1994,66.3378048564667
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1994,69.0212442553761
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1995,37.5383025647564
High income,HIC,AG.LND.FRST.K2,Forest area (sq. km),1995,10115137.255
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1995,24395.8770648855
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1995,79.5433493198588
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1995,72.9102979213927
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1995,76.1345425367794
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1995,37.5545239756514
Low & middle income,LMY,AG.LND.FRST.K2,Forest area (sq. km),1995,31230686.768
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1995,1071.8525835466
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1995,66.1134477949171
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1995,62.0156534395463
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1995,63.9716481902428
Low income,LIC,AG.LND.FRST.K2,Forest area (sq. km),1995,3983550.72
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1995,384.373521061199
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1995,53.054851573785
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1995,49.66370629222
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1995,51.3498674823837
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1995,35.4807773971105
Lower middle income,LMC,AG.LND.FRST.K2,Forest area (sq. km),1995,6896543.225
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1995,575.970908128743
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1995,62.5559176920065
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1995,59.7780775960967
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1995,61.1104062421983
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1995,38.0881574395075
Middle income,MIC,AG.LND.FRST.K2,Forest area (sq. km),1995,27247136.048
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1995,1127.92359257816
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1995,67.1969684515813
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1995,62.9987271495234
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1995,64.9967800120581
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1995,39.0037386163795
Upper middle income,UMC,AG.LND.FRST.K2,Forest area (sq. km),1995,20350592.823
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1995,1727.03801325195
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1995,72.198241685539
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1995,66.5530697212502
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1995,69.2314310808649
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1996,38.0513118971489
High income,HIC,AG.LND.FRST.K2,Forest area (sq. km),1996,10121941.191
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1996,24442.9655518632
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1996,79.8166591553523
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1996,73.3460793414817
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1996,76.4915234766679
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1996,38.3726980967932
Low & middle income,LMY,AG.LND.FRST.K2,Forest area (sq. km),1996,31148269.354
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1996,1156.27776936096
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1996,66.3966786895142
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1996,62.3107481319747
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1996,64.261681867167
Low income,LIC,AG.LND.FRST.K2,Forest area (sq. km),1996,3966118.444
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1996,412.511588749713
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1996,53.2998328266189
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1996,49.9081263061607
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1996,51.5900326609517
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1996,34.939114520018
Lower middle income,LMC,AG.LND.FRST.K2,Forest area (sq. km),1996,6862853.252
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1996,631.914990740924
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1996,62.9033500072811
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1996,60.0976385079643
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1996,61.4441820854672
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1996,38.9206148875818
Middle income,MIC,AG.LND.FRST.K2,Forest area (sq. km),1996,27182150.91
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1996,1217.73816447091
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1996,67.4972152095206
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1996,63.3106537188855
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1996,65.3040949639552
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1996,40.3170211650733
Upper middle income,UMC,AG.LND.FRST.K2,Forest area (sq. km),1996,20319297.658
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1996,1858.8592643238
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1996,72.487731312082
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1996,66.8860987634169
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1996,69.5444796059151
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1997,38.0004085638484
High income,HIC,AG.LND.FRST.K2,Forest area (sq. km),1997,10128745.125
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1997,23870.7809131419
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1997,80.0970121534648
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1997,73.7158511176938
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1997,76.8174270330167
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1997,38.6392120131757
Low & middle income,LMY,AG.LND.FRST.K2,Forest area (sq. km),1997,31065851.938
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1997,1204.73814167395
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1997,66.6767789033582
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1997,62.6261147918577
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1997,64.562933490155
Low income,LIC,AG.LND.FRST.K2,Forest area (sq. km),1997,3948686.168
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1997,432.623678553053
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1997,53.5869178862659
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1997,50.2068232558765
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1997,51.8798533414471
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1997,34.9886354952915
Lower middle income,LMC,AG.LND.FRST.K2,Forest area (sq. km),1997,6829163.277
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1997,634.446728313557
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1997,63.2426858317088
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1997,60.4157507207702
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1997,61.7742741883165
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1997,39.1826349924121
Middle income,MIC,AG.LND.FRST.K2,Forest area (sq. km),1997,27117165.77
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1997,1269.40309784697
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1997,67.788532737737
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1997,63.6381782817447
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1997,65.617506241493
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1997,40.6751953003201
Upper middle income,UMC,AG.LND.FRST.K2,Forest area (sq. km),1997,20288002.493
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1997,1969.9554667641
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1997,72.7477948836976
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1997,67.2405794868487
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1997,69.8580751469516
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1998,37.928357822324
High income,HIC,AG.LND.FRST.K2,Forest area (sq. km),1998,10135549.061
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1998,23811.8411805623
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1998,80.2547676609762
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1998,73.9471080308232
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1998,77.013363567554
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1998,38.1948536424128
Low & middle income,LMY,AG.LND.FRST.K2,Forest area (sq. km),1998,30983434.522
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1998,1148.26433779153
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1998,66.9308483040526
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1998,62.9116012699614
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1998,64.8342723481959
Low income,LIC,AG.LND.FRST.K2,Forest area (sq. km),1998,3931253.892
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1998,429.224167366574
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1998,53.9260543459927
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1998,50.5689747658005
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1998,52.2291246336214
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1998,34.5810105595989
Lower middle income,LMC,AG.LND.FRST.K2,Forest area (sq. km),1998,6795473.302
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1998,568.972129631853
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1998,63.5793333887718
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1998,60.7345057700013
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1998,62.102764861091
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1998,38.797468267939
Middle income,MIC,AG.LND.FRST.K2,Forest area (sq. km),1998,27052180.63
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1998,1209.43823142843
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1998,68.0514094949152
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1998,63.9317882668238
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1998,65.897511891221
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1998,40.3281268060242
Upper middle income,UMC,AG.LND.FRST.K2,Forest area (sq. km),1998,20256707.328
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1998,1921.92945914703
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1998,72.9878453180031
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1998,67.5483521068547
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1998,70.134494235019
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1999,37.307773420536
High income,HIC,AG.LND.FRST.K2,Forest area (sq. km),1999,10142352.995
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1999,24858.5286902035
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1999,80.3306086400793
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1999,74.1805700948748
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1999,77.1699480131672
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1999,38.8408243232204
Low & middle income,LMY,AG.LND.FRST.K2,Forest area (sq. km),1999,30901017.107
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1999,1107.76840193503
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1999,67.1547515128789
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1999,63.1608332345148
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1999,65.072099479243
Low income,LIC,AG.LND.FRST.K2,Forest area (sq. km),1999,3913821.616
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1999,424.172384481349
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1999,54.3221195381888
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1999,50.9982926425281
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1999,52.6427766768511
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1999,35.389852597046
Lower middle income,LMC,AG.LND.FRST.K2,Forest area (sq. km),1999,6761783.328
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1999,603.425125530123
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1999,63.8942465968613
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1999,61.026387235043
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1999,62.4069813951895
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1999,39.4519424727737
Middle income,MIC,AG.LND.FRST.K2,Forest area (sq. km),1999,26987195.491
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1999,1166.84010973632
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1999,68.2752589048214
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1999,64.1795705968859
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1999,66.1345643090471
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1999,40.9594137941989
Upper middle income,UMC,AG.LND.FRST.K2,Forest area (sq. km),1999,20225412.163
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1999,1798.97776092013
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1999,73.1516341213811
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1999,67.7767041889763
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1999,70.332075520568
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),2000,38.280777614016
High income,HIC,AG.LND.FRST.K2,Forest area (sq. km),2000,10149156.931
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,25224.9637899144
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",2000,80.5719348593683
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",2000,74.5083896279494
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,77.4556694655246
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),2000,39.8585186891293
Low & middle income,LMY,AG.LND.FRST.K2,Forest area (sq. km),2000,30818599.692
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,1193.11207823719
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",2000,67.415470513173
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",2000,63.4392575434764
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,65.3435023595912
Low income,LIC,AG.LND.FRST.K2,Forest area (sq. km),2000,3896389.34
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,481.416101918661
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",2000,54.7778490415438
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",2000,51.4941199731184
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,53.1205513452143
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),2000,36.2341336619139
Lower middle income,LMC,AG.LND.FRST.K2,Forest area (sq. km),2000,6728093.354
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,623.533387899007
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",2000,64.2115375030777
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",2000,61.3203398649199
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,62.7129208015199
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),2000,40.490714513604
Middle income,MIC,AG.LND.FRST.K2,Forest area (sq. km),2000,26922210.352
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,1255.77433068183
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",2000,68.5326792195503
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",2000,64.452585658338
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,66.4015255763633
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),2000,42.0487511620432
Upper middle income,UMC,AG.LND.FRST.K2,Forest area (sq. km),2000,20194116.998
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),2000,1971.42288015222
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",2000,73.3668107386914
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",2000,68.0451743906681
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2000,70.5770520911634
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),2001,37.6870118074059
High income,HIC,AG.LND.FRST.K2,Forest area (sq. km),2001,10157398.219
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,24822.4260098061
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",2001,80.8359536020497
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",2001,74.8382759277101
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,77.7533590298272
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),2001,40.3691209094863
Low & middle income,LMY,AG.LND.FRST.K2,Forest area (sq. km),2001,30759862.445
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,1186.90694601289
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",2001,67.6752173255219
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",2001,63.7439463719327
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,65.6291006682409
Low income,LIC,AG.LND.FRST.K2,Forest area (sq. km),2001,3879557.426
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,468.86579269388
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",2001,55.2921230057389
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",2001,52.0512625301398
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,53.6593205825436
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),2001,36.6919094939192
Lower middle income,LMC,AG.LND.FRST.K2,Forest area (sq. km),2001,6708379.916
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),2001,626.303880198564
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",2001,64.5395670838838
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",2001,61.638095978322
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",2001,63.0366258892834
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),2001,41.0326997407731
Middle income,MIC,AG.LND.FRST.K2,Forest area (sq. km),2001,26880305.019
